Database,Schema,Table,Column,Tag,Data Type,Column Length,Nullable,Rows in Table,Notes,How to Mask,How it was Masked,Comments
DBP01,THE,FREE_USE_PERMIT_FN_USAGE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,FREE_USE_PERMIT_FN_USAGE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,FREE_USE_PERMIT_TYPE_CODE,FREE_USE_PERMIT_TYPE_CODE,PUBLIC,VARCHAR2,10,N,3,,,,
DBP01,THE,FREE_USE_PERMIT_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,3,,,,
DBP01,THE,FREE_USE_PERMIT_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,FREE_USE_PERMIT_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,FREE_USE_PERMIT_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,FS453_FILE_TYPE_CODE,FS453_FILE_TYPE_CODE,PUBLIC,VARCHAR2,3,N,28,,,,
DBP01,THE,FS453_FILE_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,28,,,,
DBP01,THE,FS453_FILE_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,28,,,,
DBP01,THE,FS453_FILE_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,28,,,,
DBP01,THE,FS453_FILE_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,28,,,,
DBP01,THE,FTA_MAP_FEATURE_CODE,FTA_MAP_FEATURE_CODE,PUBLIC,VARCHAR2,3,N,26,,,,
DBP01,THE,FTA_MAP_FEATURE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,26,,,,
DBP01,THE,FTA_MAP_FEATURE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,26,,,,
DBP01,THE,FTA_MAP_FEATURE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,26,,,,
DBP01,THE,FTA_MAP_FEATURE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,26,,,,
DBP01,THE,FTA_MINISTRY_ASSIGNMENT_CODE,FTA_MINISTRY_ASSIGNMENT_CODE,PUBLIC,VARCHAR2,4,N,2,,,,
DBP01,THE,FTA_MINISTRY_ASSIGNMENT_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,2,,,,
DBP01,THE,FTA_MINISTRY_ASSIGNMENT_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,FTA_MINISTRY_ASSIGNMENT_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,FTA_MINISTRY_ASSIGNMENT_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,GEOMETRY_TYPE_CODE,GEOMETRY_TYPE_CODE,PUBLIC,VARCHAR2,4,N,3,,,,
DBP01,THE,GEOMETRY_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,3,,,,
DBP01,THE,GEOMETRY_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,GEOMETRY_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,GEOMETRY_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,GRAZING_FILE_TYPE_CODE,GRAZING_FILE_TYPE_CODE,PUBLIC,VARCHAR2,3,N,3,,,,
DBP01,THE,GRAZING_FILE_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,3,,,,
DBP01,THE,GRAZING_FILE_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,GRAZING_FILE_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,GRAZING_FILE_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,HARVEST_AUTH_CLIENT_TYPE_CODE,HARVEST_AUTH_CLIENT_TYPE_CODE,PUBLIC,VARCHAR2,1,N,15,,,,
DBP01,THE,HARVEST_AUTH_CLIENT_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,15,,,,
DBP01,THE,HARVEST_AUTH_CLIENT_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,15,,,,
DBP01,THE,HARVEST_AUTH_CLIENT_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,15,,,,
DBP01,THE,HARVEST_AUTH_CLIENT_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,15,,,,
DBP01,THE,HARVEST_AUTH_EXTEND_REAS_CODE,HARVEST_AUTH_EXTEND_REAS_CODE,PUBLIC,VARCHAR2,1,N,8,,,,
DBP01,THE,HARVEST_AUTH_EXTEND_REAS_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,8,,,,
DBP01,THE,HARVEST_AUTH_EXTEND_REAS_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,8,,,,
DBP01,THE,HARVEST_AUTH_EXTEND_REAS_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,8,,,,
DBP01,THE,HARVEST_AUTH_EXTEND_REAS_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,8,,,,
DBP01,THE,HARVEST_AUTH_STATUS_CODE,HARVEST_AUTH_STATUS_CODE,PUBLIC,VARCHAR2,3,N,38,,,,
DBP01,THE,HARVEST_AUTH_STATUS_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,38,,,,
DBP01,THE,HARVEST_AUTH_STATUS_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,38,,,,
DBP01,THE,HARVEST_AUTH_STATUS_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,38,,,,
DBP01,THE,HARVEST_AUTH_STATUS_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,38,,,,
DBP01,THE,HARVEST_TYPE_CODE,HARVEST_TYPE_CODE,PUBLIC,VARCHAR2,1,N,4,,,,
DBP01,THE,HARVEST_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,4,,,,
DBP01,THE,HARVEST_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,4,,,,
DBP01,THE,HARVEST_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,4,,,,
DBP01,THE,HARVEST_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,4,,,,
DBP01,THE,HARVEST_UNIT_OF_MEASURE_CODE,HARVEST_UNIT_OF_MEASURE_CODE,PUBLIC,VARCHAR2,3,N,2,,,,
DBP01,THE,HARVEST_UNIT_OF_MEASURE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,2,,,,
DBP01,THE,HARVEST_UNIT_OF_MEASURE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,HARVEST_UNIT_OF_MEASURE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,HARVEST_UNIT_OF_MEASURE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,HAY_FILE_TYPE_CODE,HAY_FILE_TYPE_CODE,PUBLIC,VARCHAR2,3,N,3,,,,
DBP01,THE,HAY_FILE_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,3,,,,
DBP01,THE,HAY_FILE_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,HAY_FILE_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,HAY_FILE_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,HDBS_ACTION_CODE,HDBS_ACTION_CODE,PUBLIC,VARCHAR2,1,N,4,,,,
DBP01,THE,HDBS_ACTION_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,4,,,,
DBP01,THE,HDBS_ACTION_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,4,,,,
DBP01,THE,HDBS_ACTION_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,4,,,,
DBP01,THE,HDBS_ACTION_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,4,,,,
DBP01,THE,IMAGE_MAP_SIZE_CODE,IMAGE_MAP_SIZE_CODE,PUBLIC,VARCHAR2,1,N,5,,,,
DBP01,THE,IMAGE_MAP_SIZE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,5,,,,
DBP01,THE,IMAGE_MAP_SIZE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,IMAGE_MAP_SIZE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,IMAGE_MAP_SIZE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,IMAGE_MIME_TYPE_CODE,IMAGE_MIME_TYPE_CODE,PUBLIC,VARCHAR2,3,N,2,,,,
DBP01,THE,IMAGE_MIME_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,2,,,,
DBP01,THE,IMAGE_MIME_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,IMAGE_MIME_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,IMAGE_MIME_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,IMAGE_ORIENTATION_CODE,IMAGE_ORIENTATION_CODE,PUBLIC,VARCHAR2,1,N,2,,,,
DBP01,THE,IMAGE_ORIENTATION_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,2,,,,
DBP01,THE,IMAGE_ORIENTATION_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,IMAGE_ORIENTATION_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,IMAGE_ORIENTATION_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,IMAGE_SCALE_SIZE_CODE,IMAGE_SCALE_SIZE_CODE,PUBLIC,NUMBER,6,N,8,,,,
DBP01,THE,IMAGE_SCALE_SIZE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,8,,,,
DBP01,THE,IMAGE_SCALE_SIZE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,8,,,,
DBP01,THE,IMAGE_SCALE_SIZE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,8,,,,
DBP01,THE,IMAGE_SCALE_SIZE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,8,,,,
DBP01,THE,LICENCE_REGULATION_CODE,LICENCE_REGULATION_CODE,PUBLIC,VARCHAR2,6,N,2,,,,
DBP01,THE,LICENCE_REGULATION_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,2,,,,
DBP01,THE,LICENCE_REGULATION_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,LICENCE_REGULATION_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,LICENCE_REGULATION_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,LICENCE_TO_CUT_CODE,LICENCE_TO_CUT_CODE,PUBLIC,VARCHAR2,2,N,44,,,,
DBP01,THE,LICENCE_TO_CUT_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,44,,,,
DBP01,THE,LICENCE_TO_CUT_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,44,,,,
DBP01,THE,LICENCE_TO_CUT_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,44,,,,
DBP01,THE,LICENCE_TO_CUT_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,44,,,,
DBP01,THE,LICENCE_TO_CUT_TYPE_CODE,LICENCE_TO_CUT_TYPE_CODE,PUBLIC,VARCHAR2,3,N,4,,,,
DBP01,THE,LICENCE_TO_CUT_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,4,,,,
DBP01,THE,LICENCE_TO_CUT_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,4,,,,
DBP01,THE,LICENCE_TO_CUT_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,4,,,,
DBP01,THE,LICENCE_TO_CUT_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,4,,,,
DBP01,THE,LIVESTOCK_CODE,LIVESTOCK_CODE,PUBLIC,VARCHAR2,2,N,10,,,,
DBP01,THE,LIVESTOCK_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,10,,,,
DBP01,THE,LIVESTOCK_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,10,,,,
DBP01,THE,LIVESTOCK_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,10,,,,
DBP01,THE,LIVESTOCK_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,10,,,,
DBP01,THE,MAJOR_TSL_FILE_TYPE_CODE,MAJOR_TSL_FILE_TYPE_CODE,PUBLIC,VARCHAR2,3,N,6,,,,
DBP01,THE,MAJOR_TSL_FILE_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,6,,,,
DBP01,THE,MAJOR_TSL_FILE_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,6,,,,
DBP01,THE,MAJOR_TSL_FILE_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,6,,,,
DBP01,THE,MAJOR_TSL_FILE_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,6,,,,
DBP01,THE,MAP_NOTATION_TYPE_CODE,MAP_NOTATION_TYPE_CODE,PUBLIC,VARCHAR2,10,N,15,,,,
DBP01,THE,MAP_NOTATION_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,15,,,,
DBP01,THE,MAP_NOTATION_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,15,,,,
DBP01,THE,MAP_NOTATION_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,15,,,,
DBP01,THE,MAP_NOTATION_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,15,,,,
DBP01,THE,MAP_TYPE_CODE,MAP_TYPE_CODE,PUBLIC,VARCHAR2,3,N,19,,,,
DBP01,THE,MAP_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,19,,,,
DBP01,THE,MAP_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,19,,,,
DBP01,THE,MAP_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,19,,,,
DBP01,THE,MAP_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,19,,,,
DBP01,THE,MARK_DESIGNATE_FILE_TYPE_CODE,MARK_DESIGNATE_FILE_TYPE_CODE,PUBLIC,VARCHAR2,3,N,9,,,,
DBP01,THE,MARK_DESIGNATE_FILE_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,9,,,,
DBP01,THE,MARK_DESIGNATE_FILE_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,9,,,,
DBP01,THE,MARK_DESIGNATE_FILE_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,9,,,,
DBP01,THE,MARK_DESIGNATE_FILE_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,9,,,,
DBP01,THE,MARK_EXTENSION_REASON_CODE,MARK_EXTENSION_REASON_CODE,PUBLIC,VARCHAR2,1,N,8,,,,
DBP01,THE,MARK_EXTENSION_REASON_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,8,,,,
DBP01,THE,MARK_EXTENSION_REASON_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,8,,,,
DBP01,THE,MARK_EXTENSION_REASON_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,8,,,,
DBP01,THE,MARK_EXTENSION_REASON_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,8,,,,
DBP01,THE,MARKING_INSTRUMENT_CODE,MARKING_INSTRUMENT_CODE,PUBLIC,VARCHAR2,1,N,5,,,,
DBP01,THE,MARKING_INSTRUMENT_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,5,,,,
DBP01,THE,MARKING_INSTRUMENT_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,MARKING_INSTRUMENT_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,MARKING_INSTRUMENT_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,MARKING_METHOD_CODE,MARKING_METHOD_CODE,PUBLIC,VARCHAR2,1,N,13,,,,
DBP01,THE,MARKING_METHOD_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,13,,,,
DBP01,THE,MARKING_METHOD_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,13,,,,
DBP01,THE,MARKING_METHOD_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,13,,,,
DBP01,THE,MARKING_METHOD_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,13,,,,
DBP01,THE,MASTER_LICENCE_TO_CUT_CODE,MASTER_LICENCE_TO_CUT_CODE,PUBLIC,VARCHAR2,2,N,6,,,,
DBP01,THE,MASTER_LICENCE_TO_CUT_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,6,,,,
DBP01,THE,MASTER_LICENCE_TO_CUT_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,6,,,,
DBP01,THE,MASTER_LICENCE_TO_CUT_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,6,,,,
DBP01,THE,MASTER_LICENCE_TO_CUT_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,6,,,,
DBP01,THE,MGMT_UNIT_TYPE_CODE,MGMT_UNIT_TYPE_CODE,PUBLIC,VARCHAR2,1,N,24,,,,
DBP01,THE,MGMT_UNIT_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,24,,,,
DBP01,THE,MGMT_UNIT_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,24,,,,
DBP01,THE,MGMT_UNIT_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,24,,,,
DBP01,THE,MGMT_UNIT_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,24,,,,
DBP01,THE,MINOR_TSL_FILE_TYPE_CODE,MINOR_TSL_FILE_TYPE_CODE,PUBLIC,VARCHAR2,3,N,5,,,,
DBP01,THE,MINOR_TSL_FILE_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,5,,,,
DBP01,THE,MINOR_TSL_FILE_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,MINOR_TSL_FILE_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,MINOR_TSL_FILE_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,ML_TYPE_CODE,ML_TYPE_CODE,PUBLIC,VARCHAR2,10,N,2,,,,
DBP01,THE,ML_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,2,,,,
DBP01,THE,ML_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,ML_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,ML_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,2,,,,
DBP01,THE,OG_CATEGORY_CODE,OG_CATEGORY_CODE,PUBLIC,VARCHAR2,5,N,3,,,,
DBP01,THE,OG_CATEGORY_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,3,,,,
DBP01,THE,OG_CATEGORY_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,OG_CATEGORY_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,OG_CATEGORY_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,OG_CUT_TYPE_CODE,OG_CUT_TYPE_CODE,PUBLIC,VARCHAR2,1,N,4,,,,
DBP01,THE,OG_CUT_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,4,,,,
DBP01,THE,OG_CUT_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,4,,,,
DBP01,THE,OG_CUT_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,4,,,,
DBP01,THE,OG_CUT_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,4,,,,
DBP01,THE,PAYMENT_METHOD_CODE,PAYMENT_METHOD_CODE,PUBLIC,VARCHAR2,1,N,3,,,,
DBP01,THE,PAYMENT_METHOD_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,3,,,,
DBP01,THE,PAYMENT_METHOD_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,PAYMENT_METHOD_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,PAYMENT_METHOD_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,PRIMARY_LAND_INDEX_CODE,PRIMARY_LAND_INDEX_CODE,PUBLIC,VARCHAR2,4,N,89,,,,
DBP01,THE,PRIMARY_LAND_INDEX_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,89,,,,
DBP01,THE,PRIMARY_LAND_INDEX_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,89,,,,
DBP01,THE,PRIMARY_LAND_INDEX_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,89,,,,
DBP01,THE,PRIMARY_LAND_INDEX_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,89,,,,
DBP01,THE,PRIVATE_MARK_AMEND_STATUS_CODE,PRIVATE_MARK_AMEND_STATUS_CODE,PUBLIC,VARCHAR2,3,N,5,,,,
DBP01,THE,PRIVATE_MARK_AMEND_STATUS_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,5,,,,
DBP01,THE,PRIVATE_MARK_AMEND_STATUS_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,PRIVATE_MARK_AMEND_STATUS_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,PRIVATE_MARK_AMEND_STATUS_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,PRIVATE_MARK_STATUS_CODE,PRIVATE_MARK_STATUS_CODE,PUBLIC,VARCHAR2,3,N,9,,,,
DBP01,THE,PRIVATE_MARK_STATUS_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,9,,,,
DBP01,THE,PRIVATE_MARK_STATUS_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,9,,,,
DBP01,THE,PRIVATE_MARK_STATUS_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,9,,,,
DBP01,THE,PRIVATE_MARK_STATUS_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,9,,,,
DBP01,THE,PRIVATE_MARK_TYPE_CODE,PRIVATE_MARK_TYPE_CODE,PUBLIC,VARCHAR2,3,N,5,,,,
DBP01,THE,PRIVATE_MARK_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,5,,,,
DBP01,THE,PRIVATE_MARK_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,PRIVATE_MARK_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,PRIVATE_MARK_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,5,,,,
DBP01,THE,PROJECT_TYPE_CODE,PROJECT_TYPE_CODE,PUBLIC,VARCHAR2,10,N,47,,,,
DBP01,THE,PROJECT_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,47,,,,
DBP01,THE,PROJECT_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,47,,,,
DBP01,THE,PROJECT_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,47,,,,
DBP01,THE,PROJECT_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,47,,,,
DBP01,THE,PROV_FOREST_CONFLICT_CODE,PROV_FOREST_CONFLICT_CODE,PUBLIC,VARCHAR2,3,N,3,,,,
DBP01,THE,PROV_FOREST_CONFLICT_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,3,,,,
DBP01,THE,PROV_FOREST_CONFLICT_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,PROV_FOREST_CONFLICT_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,PROV_FOREST_CONFLICT_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,3,,,,
DBP01,THE,QUOTA_TYPE_CODE,QUOTA_TYPE_CODE,PUBLIC,VARCHAR2,1,N,10,,,,
DBP01,THE,QUOTA_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,10,,,,
DBP01,THE,QUOTA_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,10,,,,
DBP01,THE,QUOTA_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,10,,,,
DBP01,THE,QUOTA_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,10,,,,
DBP01,THE,RANGE_FILE_TYPE_CODE,RANGE_FILE_TYPE_CODE,PUBLIC,VARCHAR2,3,N,6,,,,
DBP01,THE,RANGE_FILE_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,6,,,,
DBP01,THE,RANGE_FILE_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,6,,,,
DBP01,THE,RANGE_FILE_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,6,,,,
DBP01,THE,RANGE_FILE_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,6,,,,
DBP01,THE,RANGE_RATE_TYPE_CODE,RANGE_RATE_TYPE_CODE,PUBLIC,VARCHAR2,3,N,16,,,,
DBP01,THE,RANGE_RATE_TYPE_CODE,DESCRIPTION,PUBLIC,VARCHAR2,120,N,16,,,,
DBP01,THE,RANGE_RATE_TYPE_CODE,EFFECTIVE_DATE,PUBLIC,DATE,7,N,16,,,,
DBP01,THE,RANGE_RATE_TYPE_CODE,EXPIRY_DATE,PUBLIC,DATE,7,N,16,,,,
DBP01,THE,RANGE_RATE_TYPE_CODE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,16,,,,
